C,SETP.WORLD,DVD_DUDETAIL,AEMO,PUBLIC,2025/06/10,12:30:34,001749522634750,MONTHLY_ARCHIVE,001749522634750
I,PARTICIPANT_REGISTRATION,DUDETAIL,7,EFFECTIVEDATE,DUID,VERSIONNO,CONNECTIONPOINTID,VOLTLEVEL,REGISTEREDCAPACITY,AGCCAPABILITY,DISPATCHTYPE,MAXCAPACITY,STARTTYPE,NORMALLYONFLAG,PHYSICALDETAILSFLAG,SPINNINGRESERVEFLAG,AUTHORISEDBY,AUTHORISEDDATE,LASTCHANGED,INTERMITTENTFLAG,SEMISCHEDULE_FLAG,MAXRATEOFCHANGEUP,MAXRATEOFCHANGEDOWN,DISPATCHSUBTYPE,ADG_ID,MINCAPACITY,REGISTEREDMINCAPACITY,MAXRATEOFCHANGEUP_LOAD,MAXRATEOFCHANGEDOWN_LOAD,MAXSTORAGECAPACITY,STORAGEIMPORTEFFICIENCYFACTOR,STORAGEEXPORTEFFICIENCYFACTOR,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,LOAD_MIN_RAMP_RATE_UP,LOAD_MIN_RAMP_RATE_DOWN,AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/04/15 00:00:00",SNOWTWN1,1,SNWF1T,132,99,N,GENERATOR,99,SLOW,,,N,DAVIDGA,"2008/04/14 07:40:10","2009/05/27 10:12:36",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/17 00:00:00",TALWA1,1,NDT13T,132,1,N,GENERATOR,1,FAST,,,N,DAVIDGA,"2008/06/16 14:07:44","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/17 00:00:00",URANQ11,1,NURQ1U,132,1,N,GENERATOR,1,FAST,,,N,DAVIDGA,"2008/06/16 14:18:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/17 00:00:00",URANQ12,1,NURQ2U,132,1,N,GENERATOR,1,FAST,,,N,DAVIDGA,"2008/06/16 14:18:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/17 00:00:00",URANQ13,1,NURQ3U,132,1,N,GENERATOR,1,FAST,,,N,DAVIDGA,"2008/06/16 14:18:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/17 00:00:00",URANQ14,1,NURQ4U,132,1,N,GENERATOR,1,FAST,,,N,DAVIDGA,"2008/06/16 14:18:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/06/20 00:00:00",MBAHNTH,1,QMRN1P,66,46,N,GENERATOR,46,"NOT DISPATCHED",,,N,DAVIDGA,"2008/06/19 12:20:14","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/07/04 00:00:00",HLMSEW01,1,VER21H,1,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,DAVIDGA,"2008/07/03 07:42:27","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/08/18 00:00:00",BDL01,1,VMWT2,66,47,N,GENERATOR,47,FAST,,,N,DAVIDGA,"2008/08/15 07:41:29","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/08/18 00:00:00",BDL02,1,VMWT3,66,47,N,GENERATOR,47,FAST,,,N,DAVIDGA,"2008/08/15 07:41:29","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/14 00:00:00",TALWA1,1,NDT13T,132,435,N,GENERATOR,435,SLOW,,,N,DAVIDGA,"2008/10/13 09:05:19","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/28 00:00:00",URANQ11,1,NURQ1U,132,166,Y,GENERATOR,166,FAST,,,N,DAVIDGA,"2008/10/27 09:28:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/28 00:00:00",URANQ12,1,NURQ2U,132,166,Y,GENERATOR,166,FAST,,,N,DAVIDGA,"2008/10/27 09:28:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/28 00:00:00",URANQ13,1,NURQ3U,132,166,Y,GENERATOR,166,FAST,,,N,DAVIDGA,"2008/10/27 09:28:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/28 00:00:00",URANQ14,1,NURQ4U,132,166,Y,GENERATOR,166,FAST,,,N,DAVIDGA,"2008/10/27 09:28:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/10/29 00:00:00",TITREE,1,QABM1T,33,2,N,GENERATOR,2,"NOT DISPATCHED",,,N,DAVIDGA,"2008/10/28 07:53:08","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/15 00:00:00",LYA4,1,VLYP4,500,560,Y,GENERATOR,580,SLOW,,,Y,DAVIDGA,"2008/11/14 09:43:37","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",CATHROCK,1,SCRK,132,66,N,GENERATOR,66,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",CNUNDAWF,1,SSNN1,33,46,N,GENERATOR,46,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",STARHLWF,1,SMVE2,66,35,N,GENERATOR,35,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",MTMILLAR,1,SMTM1,33,70,N,GENERATOR,70,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",WPWF,1,SSYP1,132,91,N,GENERATOR,91,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",LKBONNY1,1,SMAY1,33,81,N,GENERATOR,81,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",LKBONNY2,1,SMAY2,33,159,N,GENERATOR,159,SLOW,,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",YAMBUKWF,1,VTGT1,66,30,N,GENERATOR,30,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",CHALLHWF,1,VHOT1,66,53,N,GENERATOR,53,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",HALLWF1,1,SHPS2W,275,95,N,GENERATOR,95,SLOW,,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",PORTWF,1,VAPD3W,500,164,N,GENERATOR,164,"NOT DISPATCHED",,,Y,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",SNOWTWN1,1,SNWF1T,132,99,N,GENERATOR,99,SLOW,,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/20 00:00:00",WOOLNTH1,1,TST11,110,140,N,GENERATOR,140,"NOT DISPATCHED",,,N,JEFFP,"2008/11/20 14:37:01","2008/11/20 14:37:02",Y,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2008/11/27 00:00:00",SHEP1,1,VSHT2S,22,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,DAVIDGA,"2008/11/26 14:59:30","2008/11/26 14:59:31",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",SWAN_A_4,2,QSWA4,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"1998/11/02 12:11:40","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",JLA02,2,VJLGA2,220,57,N,GENERATOR,65,FAST,,,N,BATCH,"1998/11/02 12:11:45","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",HWPS7,2,VHWP7,220,200,Y,GENERATOR,220,SLOW,,,Y,BATCH,"1998/11/02 12:11:50","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",BURRIN,2,NBUK,275,10,Y,GENERATOR,12,"NOT DISPATCHED",,,Y,BATCH,"1998/11/02 12:11:54","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",COLNSV_2,2,QCVL2,132,30,N,GENERATOR,35,SLOW,,,Y,BATCH,"1998/11/02 12:11:59","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",SNOWY3,2,NGUT1,330,3756,Y,GENERATOR,3756,SLOW,,,Y,BATCH,"1998/11/02 12:12:03","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",STAN-1,2,QSTN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"1998/11/02 12:12:15","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/10/25 00:00:00",YWNL1,2,VYP2L,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"1998/11/02 12:12:19","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/11/29 00:00:00",SWAN_C,6,QSWC,275,26,N,GENERATOR,26,FAST,,,N,BATCH,"1998/12/07 15:16:40","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/11/29 00:00:00",WG01,6,NWGB,132,50,N,GENERATOR,50,"NOT DISPATCHED",,,Y,BATCH,"1998/12/07 15:16:44","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/11/29 00:00:00",MURR2-4,6,NMUR13,330,137.5,N,GENERATOR,137.5,"NOT DISPATCHED",,,N,BATCH,"1998/12/07 15:16:48","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1998/11/29 00:00:00",TUMUT3-6,6,NLTS5,330,250,N,GENERATOR,250,"NOT DISPATCHED",,,N,BATCH,"1998/12/07 15:16:51","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/01/27 00:00:00",CALL_B_2,8,QCAB2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"1999/01/28 13:05:07","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/02/17 00:00:00",PLAYFB2,10,SPSD2,275,60,N,GENERATOR,63,SLOW,,,Y,BATCH,"1999/02/17 17:10:14","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/03/26 00:00:00",PLAYFB2,11,SPSD2,275,60,N,GENERATOR,63,SLOW,,,Y,BATCH,"1999/03/25 07:34:43","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/07/01 00:00:00",BW01,21,NBAY1,330,660,Y,GENERATOR,700,SLOW,,,Y,BATCH,"1999/06/30 15:35:31","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/09/16 00:00:00",FARLEIGH,1,QMKA,11,13,N,GENERATOR,13,"NOT DISPATCHED",,,N,BATCH,"1999/09/15 11:32:45","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/09/16 00:00:00",CALLNL1,9,QCAX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"1999/09/16 12:04:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/09/16 00:00:00",SWAN_A_2,9,QSWA2,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"1999/09/16 12:04:36","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/09/24 00:00:00",GSTONE3,10,QGLD3,132,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"1999/09/24 09:44:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"1999/09/24 00:00:00",MSTUART1,15,QMSP1,132,160,Y,GENERATOR,152,FAST,,,N,BATCH,"1999/09/24 12:42:35","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/01/14 00:00:00",ERG_AS,38,QGLA,132,30,N,LOAD,30,"NOT DISPATCHED",Y,,N,BATCH,"2000/01/28 09:43:32","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KAREEYA2,42,QKAH2,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2000/03/02 14:21:02","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",KEEPIT,7,NKPT,66,6,N,GENERATOR,8,"NOT DISPATCHED",,,Y,BATCH,"2000/03/22 10:51:39","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_B_1,1,QCAB1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/05/24 11:42:29","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MACKNADE,11,QING,11,8,N,GENERATOR,8,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:26","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/07/04 00:00:00",JLB01,3,VJLGB1,220,76,N,GENERATOR,100,FAST,,,N,BATCH,"2000/07/03 12:14:14","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/07/20 00:00:00",WKIEWA2,17,VWKP2,220,31,N,GENERATOR,31,SLOW,,,N,BATCH,"2000/07/20 09:51:49","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/07/27 00:00:00",STAN-4,43,QSTN4,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/07/27 10:21:49","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/09/11 00:00:00",GSTONE1,44,QGLD1,275,280,Y,GENERATOR,285,SLOW,,,Y,BATCH,"2000/09/11 10:36:16","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/09/11 00:00:00",STAN-1,44,QSTN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/09/11 10:37:34","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/09/11 00:00:00",LD01,44,NLDP1,330,500,N,GENERATOR,550,SLOW,,,Y,BATCH,"2000/09/11 10:43:02","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/09/28 00:00:00",ER03,12,NEPS3,500,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2000/09/28 09:42:25","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/11/21 00:00:00",BHASZINC,7,SBUN,132,22,N,LOAD,22,"NOT DISPATCHED",Y,,N,BATCH,"2000/11/21 09:33:13","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/12/19 00:00:00",TOMAGO3,45,NTMG,330,220,N,LOAD,220,"NOT DISPATCHED",Y,,N,BATCH,"2000/12/19 13:53:13","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/12/19 00:00:00",SNUG3,45,SSGA3,132,21,N,GENERATOR,21,"NOT DISPATCHED",,,N,BATCH,"2000/12/19 13:53:23","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/01/18 00:00:00",CPP_3,14,QCAC3,275,420,Y,GENERATOR,500,SLOW,,,Y,BATCH,"2001/01/18 10:53:20","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/01/18 00:00:00",SWAN_A_6,14,QSWA6,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2001/01/18 10:53:25","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/06/22 00:00:00",MURR1-4,10,NMUR5,330,95,N,GENERATOR,95,"NOT DISPATCHED",,,N,BATCH,"2001/06/22 11:13:29","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/06/22 00:00:00",TUMUT3-3,10,NLTS3,330,250,N,GENERATOR,250,"NOT DISPATCHED",,,N,BATCH,"2001/06/22 11:13:37","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/07/17 00:00:00",SWAN_B_3,45,QSWB3,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2001/07/17 09:06:49","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/07/24 00:00:00",CALL_A_1,46,QCAA1,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2001/07/24 09:47:08","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/07/24 00:00:00",CPP_3,46,QCAC3,275,420,Y,GENERATOR,500,SLOW,,,Y,BATCH,"2001/07/24 09:48:03","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/04 00:00:00",LYA4,3,VLYP4,500,500,Y,GENERATOR,530,SLOW,,,Y,BATCH,"2001/09/04 10:10:58","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",SWAN_B_1,47,QSWB1,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2001/09/12 08:56:25","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",BROWNMT,47,NBRM,132,4,N,GENERATOR,6,"NOT DISPATCHED",,,Y,BATCH,"2001/09/12 08:56:30","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",MURR1-1,47,NMUR01,330,95,N,GENERATOR,95,"NOT DISPATCHED",,,N,BATCH,"2001/09/12 08:56:37","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",MURR1-7,47,NMUR07,330,95,N,GENERATOR,95,"NOT DISPATCHED",,,N,BATCH,"2001/09/12 08:56:39","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",TUMUT3-4,47,NLTS34,330,250,N,GENERATOR,250,"NOT DISPATCHED",,,N,BATCH,"2001/09/12 08:56:45","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/12 00:00:00",SNOWY3,48,NGUT1,330,3756,Y,GENERATOR,3756,SLOW,,,Y,BATCH,"2001/09/12 10:02:53","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/09/24 00:00:00",MURR2-2,49,NMUR22,330,137.5,N,GENERATOR,137.5,"NOT DISPATCHED",,,N,BATCH,"2001/09/24 09:16:05","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/10/09 00:00:00",CALL_A_4,51,QCAA4,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2001/10/09 11:17:26","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/10/09 00:00:00",BAYNL1,51,NBAYL,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2001/10/09 11:18:01","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/10/09 00:00:00",ER03,51,NEPS3,500,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2001/10/09 11:18:38","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2001/11/08 00:00:00",QPS3,32,SQPS3,66,24,N,GENERATOR,25,FAST,,,N,BATCH,"2001/11/08 10:41:21","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/02/20 00:00:00",TARONG#1,46,QTRN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2002/02/20 12:55:45","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/05/09 00:00:00",KAREEYA4,1,QKAH4,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2002/05/09 08:08:51","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/05/15 00:00:00",CALLNL1,1,QCAX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2002/05/15 10:27:51","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/05/30 00:00:00",ERG_AS,1,QGLA,132,30,N,LOAD,30,"NOT DISPATCHED",Y,,N,BATCH,"2002/05/30 11:47:27","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/07/09 00:00:00",HUMEV,1,VHUM,66,29,N,GENERATOR,70,SLOW,,,Y,BATCH,"2002/07/09 13:53:15","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/07/09 00:00:00",COLNSV_5,1,QCVL5,132,60,N,GENERATOR,67,SLOW,,,Y,BATCH,"2002/07/09 13:53:21","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/07/09 00:00:00",OAKEY1,1,QOKY1,110,141,Y,GENERATOR,172,FAST,,,N,BATCH,"2002/07/09 13:53:23","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/07/16 00:00:00",SWAN_E,1,QSWE,275,385,Y,GENERATOR,412,SLOW,,,Y,BATCH,"2002/07/16 18:12:03","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/10/23 00:00:00",KAREEYA5,1,QKYH5,132,7,N,GENERATOR,7,"NOT DISPATCHED",,,Y,BATCH,"2002/10/23 16:27:46","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/10/23 00:00:00",TOORAWF,2,VMWT5,66,21,N,GENERATOR,21,"NOT DISPATCHED",,,N,BATCH,"2002/10/24 13:25:50","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2002/12/09 00:00:00",RT_QLD1,1,QRT1,330,3000,N,LOAD,3000,SLOW,N,,N,BATCH,"2002/12/09 12:55:46","2008/12/10 09:21:32",N,N,,,,,,,,,,,,,,,,
